Year	ARK_oder_PS	Leg	Latitude	Longitude	Date	HG_stations	Station	EventNumber	Depth	chl_a	chl_a_fracSmall	chl_a_fracLarge	nameslessVar	POC	PON	comments
2012	27	2	79.4098	4.69667	25/07/2012		191	PS80 191	100	0.196			0	121.07	14.99	not exactly 100m, but easier to use for plots and integrating 0-100m
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	5	0.958			0	504.24	55.91	
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	25	2.464			0	494.7	60.17	
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	35	0.507			0	268.3	36.55	
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	50	0.385			0	213.03	30.01	
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	75	0.4			0	139.5	19.77	
2012	27	2	79.28342	4.33062	26/07/2012		194	PS80 194	100	0.186			0	139.54	14.33	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		1	1.416			0	361.7	55.52	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		10	1.413			0	289.04	42.01	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		20	1.124			0	283.06	41.23	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		40	0.165			0	111.11	16.77	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		60	0.06			0	103.08	13.58	
2013	MSM29		78.78067	5.32933	24/06/2013	S2	423		100	0.027			0	82.38	10.43	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		2	0.319			0	389.76	61.4	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		10	0.522			0	396.13	57.67	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		25	4.446			0	655.5	109.39	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		40	0.907			0	279.24	40.91	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		60	0.503			0	275.78	41.39	
2013	MSM29		79.13267	4.906	25/06/2013	HGII	424		100	0.034			0	85.07	9.9	
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		1	0.819			0			
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		12	2.027			0			
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		20	1.536			0			
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		38	0.557			0			
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		60	0.093			0			
2013	MSM29		79.13383	6.09233	25/06/2013	HGI	425		100	0.036			0			
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		2	1.594			0	377.4	67.44	
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		10	1.384			0	354.4	60.93	
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		24	1.53			0	339	56.47	
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		40	0.591			0	215.16	29.22	
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		60	0.146			0	161	22.85	
2013	MSM29		79.03	7.00333	26/06/2013	KH	427		100	0.081			0	94.89	12.91	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		2	1.035			0	271.74	40.99	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		10	0.912			0	315.93	44.16	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		20	1.081			0	320.7	47.76	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		40	2.836			0	270.87	40.37	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		60	0.896			0	136.41	22.37	
2013	MSM29		78.98017	9.51567	26/06/2013	V12	428		100	0.036			0	66.78	11.66	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		2	1.897			0	395.6	59.59	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		10	1.727			0	344.73	52.99	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		20	2.698			0	355.53	54.88	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		35	2.648			0	295.34	42.26	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		60	0.849			0	226.72	40.29	
2013	MSM29		79.02933	11.0885	26/06/2013	Kbo	430		100	0.379			0	142.79	25.73	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		2	1.833			0	338.87	57.91	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		10	2.831			0	408.38	65.53	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		20	2.144			0	359.29	51.98	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		30	1.613			0	280.34	37.99	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		60	0.137			0	119.23	19.58	
2013	MSM29		79.59517	5.2095	26/06/2013	N3	431		100	0.059			0	68.43	10.35	
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		3	2.185			0			
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		10	2.062			0			
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		25	1.425			0			
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		40	0.371			0			
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		60	0.256			0			
2013	MSM29		78.62	5.01667	30/06/2013	S3	439		100	0.023			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		3	0.092			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		10	0.522			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		18	0.586			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		40	0.49			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		60	0.206			0			
2013	MSM29		79.71667	4.46567	04/07/2013	N4	444		100	0.131			0			
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		3	0.44			0	211.93	45.28	
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		10	1.512			0	317.57	60.7	
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		20	1.814			0	277.19	56.57	
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		30	1.161			0	253.68	39.78	
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		60	0.104			0	162.12	33.19	
2013	MSM29		78.91683	5.005	07/07/2013	S1	450		100	0.023			0	119	23.75	
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		3	0.183			0			
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		10	0.284			0			
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		30	0.761			0			
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		40	0.366			0			
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		60	0.085			0			
2013	MSM29		79.00767	4.34133	08/07/2013	HG4	452		100	0.036			0			
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	7	0.509	0.081	0.149	0.23	129.9	20.86	
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	15	0.515	0.108	0.303	0.411	185.61	20.45	
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	20	0.285	0.049	0.14	0.189	90.02	18.08	
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	30	0.22	0.002	0.066	0.068	47.92	9.7	
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	76	0.004			0	46.2	6.34	
2014	PS85		77.7176	-15.47808	14.06.14		411	PS85/411-2 CTD	100	0.006			0	35.71	6.03	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	5	0.52	0.004	0.681	0.685	214.42	36.71	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	10	3.507			0	319.03	35.56	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	25	2.581	0.012	3.151	3.163	444.24	58.27	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	50	0.364	0.001	0.416	0.417	92.49	16.67	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	75	0.043			0	104.44	17.79	
2014	PS85		77.38775	-16.30567	15.06.14		418	418-1 CTD	100	0.007			0	31.28	4.98	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	5	0.314	0.161	0.114	0.275	74.72	14.63	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	15	0.28			0	98.55	16.22	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	20	0.165	0.124	0.78	0.904	80.88	16.59	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	45	0.079	0.057	0.013	0.07	74.81	15.39	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	75	0.004			0	54.93	10.28	
2014	PS85		77.99398	-14.27483	15.06.14		424	424-1 CTD	100	0.009			0	45.63	9.28	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	5	0.332	0.13	0.128	0.258	74.51	11.91	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	15	0.198			0	49.54	9.02	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	25	0.13	0.085	0.034	0.119	59.26	12.3	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	40	0.017	0.013	0.009	0.022	94.82	12.38	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	75	0.013			0	27.53	5.96	
2014	PS85		78.80547	-9.92822	16.06.14		426	426-1 CTD	100	0.009			0	58.24	11.94	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	5	0.435	0.096	0.501	0.597	226.69	11.11	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	10	0.63			0	170.56	34.43	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	15	0.564	0.085	0.538	0.623	203.42	39.06	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	30	0.083	0.023	0.103	0.126	77.9	14.27	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	75	0.009			0	67.92	13.2	
2014	PS85		78.83082	-8.56652	16.06.14		429	429-1 CTD	100				0	78.83	12.57	not exactly 100m, but easier to use for plots and integrating 0-100m
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	5	0.182	0.03	0.061	0.091	46.83	6.32	
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	10	0.163	0.023	0.024	0.047	57.18	6.67	
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	15	0.117			0	55.08	8.71	
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	30	0.019	0.022	0.005	0.027	54.85	9.92	
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	75	0.009			0	32.79	6.2	
2014	PS85		78.65768	-7.00683	17.06.14		432	432-1 CTD	100	0.007			0	33.15	6.5	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	5	0.454	0.05	0.411	0.461	85.5	13.76	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	10	0.509			0	58.71	11.09	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	25	0.614	0.04	0.629	0.669	71.26	13.34	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	30	0.257	0.079	0.216	0.295	85.77	15.74	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	75	0.019				96.24	11.81	
2014	PS85		78.8327	-5.49625	17.06.14		437	437-1 CTD	100	0.014				16.97	2.93	
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	5	0.176	0.033	0.062	0.095	67.02	12.31	
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	10	0.143						
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	25	0.043	0.011	0.011	0.022	165.87	24.69	
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	30	0.045	0.006	0.007	0.013	34.74	7.03	
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	75	0.019				26.19	3.55	
2014	PS85		78.83008	-3.98538	18.06.14		444	444-1 CTD	100	0.049				21.54	3.77	
2014	PS85		78.59212	-2.68362	20.06.14	TD-Mooring position	449	449-1 CTD	500							
2014	PS85		78.59212	-2.68362	20.06.14	TD-Mooring position	449	449-1 CTD	1000							
2014	PS85		78.59212	-2.68362	20.06.14	TD-Mooring position	449	449-1 CTD	1500							
2014	PS85		78.59212	-2.68362	20.06.14	TD-Mooring position	449	449-1 CTD	2000							
2014	PS85		78.59212	-2.68362	20.06.14	TD-Mooring position	449	449-1 CTD	2500							
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	5	0.315	0.124	0.081	0.205			
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	15	0.217						
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	25	0.185	0.068	0.028	0.096			
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	30	0.198	0.145	0.027	0.172			
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	75	0.042						
2014	PS85		78.45332	-2.83285	21.06.14	TD-Mooring position	455	455-2 CTD	100	0.007						
2014	PS85		79.0048	4.32483	22.06.14	HG IV	456	456-1 CTD	1000							
2014	PS85		79.0048	4.32483	22.06.14	HG IV	456	456-1 CTD	2000							
2014	PS85		79.0048	4.32483	22.06.14	HG IV	456	456-1 CTD	2500							
2014	PS85		79.0048	4.32483	22.06.14	HG IV	456	456-1 CTD	2591							
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	5	0.778	0.165	0.167	0.332			
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	30	1.243						
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	50	1.096	0.762	0.35	1.112			
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	75	1.062						
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	80	0.978						
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	100	0.572	0.348	0.135	0.483			
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	250							
2014	PS85		79.06532	4.1843	22.06.14	HG IV	460	460-1 CTD	500							
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	5	0.717	0.257	0.177	0.434	277.08	50.01	
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	 	 				271.44	52.18	
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	20	1.084	0.359	0.305	0.664	230.8	43.45	
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	50	0.217	0.082	0.086	0.168	57.19	10.56	
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	75	0.106				37.76	7.53	
2014	PS85		79.14963	2.82235	23.06.14	HG IX	465	465-1 CTD	150	0.025				36.24	6.19	
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	5	0.717	0.172	0.156	0.328			
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	15	1.159						
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	23	1.145	0.184	0.362	0.546			
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	30	0.334	0.129	0.179	0.308			
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	75	0.051						
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	100	0.048						
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	250							
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	500							
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	1000							
2014	PS85		79.13483	6.09248	24.06.14	HG I	470	470-1 CTD	1239							
2014	PS85		79.76207	4.28737	25.06.14	N4	473	473-1 CTD	1000							
2014	PS85		79.76207	4.28737	25.06.14	N4	473	473-1 CTD	2000							
2014	PS85		79.76207	4.28737	25.06.14	N4	473	473-1 CTD	2500							
2014	PS85		79.76207	4.28737	25.06.14	N4	473	473-1 CTD	2603							
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	5	0.624	0.151	0.174	0.325			
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	15	0.451						
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	40	0.205	0.189	0.177	0.366			
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	55	0.296	0.113	0.152	0.265			
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	75	0.149						
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	100	0.046						
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	250							
2014	PS85		79.76008	4.38407	25.06.14	N4	473	473-6 CTD	500							
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	5	1.359	1.298	0.26	1.558	299.86	58.46	
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	10	1.191				323.56	56.49	
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	30	1.145	0.814	0.245	1.059	179.12	34.21	
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	50	0.321	0.087	0.065	0.152	79.7	16.67	
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	75	0.026				21.68	4.32	
2014	PS85		78.83867	-0.93867	26.06.14		482	482-1CTD	100	0.01				29.78	4.67	
2014	PS85		78.83867	1.0065	28.06.19		486	486-1CTD	5	0.726	0.482	0.197	0.679	280.02	54.11	
2014	PS85		78.83867	1.0065	28.06.18		486	486-1CTD	10	1.02				245.3	49.07	
2014	PS85		78.83867	1.0065	28.06.17		486	486-1CTD	15	1.017	0.711	0.284	0.995	241.32	50.96	
2014	PS85		78.83867	1.0065	28.06.16		486	486-1CTD	60	0.425	0.194	0.149	0.343	165.82	30.49	
2014	PS85		78.83867	1.0065	28.06.15		486	486-1CTD	75	0.241			0	80.52	17.47	
2014	PS85		78.83867	1.0065	28.06.14		486	486-1CTD	100	0.155			0	69.02	13.58	
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	5	0.676			0	123.06	31.88	N zu hoch?
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	15	0.728			0	139.15	22.27	
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	30	0.68			0	111.33	21.21	
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	50	0.179			0	141.64	23.46	
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	75	0.032			0	124.84	15.13	
2015	PS93.2		78.59907	5.06863	24/07/2015	S-3	48	PS93/048-7	100	0.015			0	83.7	9.38	
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	5	0.015			0	174.07	32.09	
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	15	1.427			0	129.53	67.16	N zu hoch?...usw
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	30	0.614			0	108.03	37.33	
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	50	0.076			0	77.1	21.71	
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	75	0.035			0	89.82	16.82	
2015	PS93.2		79.06518	4.17902	26/07/2015	HG IV	50	PS93/050-7	100	0.015			0	46.76	16.39	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	5	0.761			0	216.38	39.3	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	10	1.023			0	190.4	33.34	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	20	1.078			0	174.97	33.23	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	50	0.083			0	129.56	25.38	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	75	0.012			0	64.48	12.32	
2015	PS93.2		79.06298	3.65967	27/07/2015	HG-V	51	PS93/051-2	100	0.008			0	52.02	10.46	
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	5	1.459			0			
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	10	1.239			0			
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	20	1.238			0			
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	30	0.644			0			
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	60	0.06			0			
2015	PS93.2		79.0595	3.58133	28/07/2015	HG-VI	53	PS93/053-1	100	0.017			0			
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	5	0.987			0	260.29	54.82	
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	10	1.039			0	288.95	64	
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	20	1.034			0	300.54	70.62	
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	30	0.751			0	98.58	19.88	
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	50	0.176			0	64.72	11.96	
2015	PS93.2		79.05917	3.4765	28/07/2015	HG-VII	54	PS93/054-1	100	0.018			0	36.98	6.35	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	5	1.012			0	214.06	39.72	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	15	1.653			0	181.53	37.83	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	25	1.599			0	208.09	35.71	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	50	0.109			0	52.69	8.96	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	75	0.036			0	51.64	8.66	
2015	PS93.2		79.06417	3.33717	29/07/2015	HG-VIII	55	PS93/055-1	100	0.012			0	24.56	4.76	
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	5	0.536			0	232.43		
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	10	1.299			0	177.17	28.15	
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	20	1.887			0	172.64	34.46	
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	30	0.299			0	69.69	27.17	
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	50	0.067			0	64.4	12.68	
2015	PS93.2		78.86148	-2.70937	30/07/2015	EG1	58	PS93/058-8	100	0.026			0	43.32	7.29	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	5	0.745			0	200.46	38.54	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	15	1.376			0	194	37.09	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	30	0.772			0	135.79	24.57	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	50	0.187			0	64.37	11.19	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	75	0.184			0	81.91	13.04	
2015	PS93.2		79.93767	3.18967	02/08/2015	N-5	60	PS93/060-6	100	0.023			0	34.16	4.8	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	5	0.492			0	108.39	24.22	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	15	1.621			0	135.86	32.09	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	27	1.605			0	61.73	35.57	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	39.6	0.258			0	42.75	12.51	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	74.8	0.031			0	46.29	9.89	
2015	PS93.2		79.82133	4.2525	04/08/2015	N-4	64	PS93/064-4	100	0.018			0	56.9	6.43	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	5	0.327			0	159.8	28.99	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	15	0.327			0	134.74	22.98	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	30	0.587			0	130.15	23.2	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	45	0.867			0	136.86	27.9	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	75	0.178			0	83.91	13.18	
2015	PS93.2		79.02867	11.08783	06/08/2015	EG4	66	PS93/066-1	100	0.197			0	55.46	10	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	5	0.329			0	154.18	29.43	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	15	0.98			0	169.4	33.77	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	25	0.546			0	57.91	12.03	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	40	0.109			0	57.53	11.13	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	75	0.021			0	61.77	12.67	
2015	PS93.2		79.00067	8.25083	07/08/2015	EG2	73	PS93/073-2	100	0.009			0	50.38	8.17	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	5	0.938			0	224.72	46.21	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	15	1.719			0	124.67	25.79	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	27	1.015			0	101.37	19.51	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	40	0.124			0	111.99	24.28	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	75	0.02			0	77.97	18.47	
2015	PS93.2		79.02977	6.99932	08/08/2015	EG1	74	PS93/074-2	100	0.012			0	72.77	16.12	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	5	0.841			0	143.82	25.88	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	15	1.393			0	187.18	37.38	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	27	1.057			0	123.15	23.83	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	40	0.566			0	101.55	17.58	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	75	0.025			0	60.16	10.74	
2015	PS93.2		79.10833	4.59917	08/08/2015	HG-III	77	PS93/077-1	100	0.014			0	83.86	14.81	
2015	PS93.2		79.13033	4.90433	09/08/2015	HG-II	78	PS93/078-1	5	0.603			0	167.35	32.29	
2015	PS93.2		79.13033	4.90433	09/08/2015	HG-II	78	PS93/078-1	15	1.66			0	167.12	32.37	
2015	PS93.2		79.13033	4.90433	09/08/2015	HG-II	78	PS93/078-1	20	0.883			0	103.7	19.61	
2015	PS93.2		79.13033	4.90433	09/08/2015	HG-II	78	PS93/078-1	30	0.702			0	97.48	18.24	
2015	PS93.2		79.13033	4.90433	09/08/2015	HG-II	78	PS93/078-1	74	0.036			0	52.79	8.65	
