Year,Yearday,Station,Event,EventLabel,Latitude,Longitude,Depth,Variable,Value,waterMass
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,35,chl_a,0.453,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,35,POC,2.81333333333333,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,35,PON,0.383571428571429,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,45,chl_a,0.374,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,45,POC,2.73833333333333,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,45,PON,0.323571428571429,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,50,chl_a,0.022,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,50,POC,1.2025,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,50,PON,0.126428571428571,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,100,chl_a,0.01,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,100,POC,1.28916666666667,Atlantic
2017,217,EG_II,20,PS107_028_01,78.9369,-3.27917,100,PON,0.141428571428571,Atlantic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,10,chl_a,0.072,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,10,POC,4.13916666666667,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,10,PON,0.559285714285714,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,35,chl_a,1.132,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,35,POC,6.17916666666667,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,35,PON,0.963571428571429,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,40,chl_a,1.192,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,40,POC,5.60333333333333,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,40,PON,0.863571428571429,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,50,chl_a,0.19,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,50,POC,3.38416666666667,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,50,PON,0.39,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,100,chl_a,0.035,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,100,POC,1.815,Arctic
2017,217,EG_I,21,PS107_29_01,79.1183,-4.50472,100,PON,0.167857142857143,Arctic
