season,regime,trophicLevel,cellDensity,cellDensitySD,cellDensitySE,ESD,cellVolume,cellDensityCImin,cellDensityCImax,scenario,NperCell_MDL,NperCell_Verity,NperCell_Montagnes,NperCell_Moal,Ndensity_MDL,Ndensity_Verity,Ndensity_Montagnes,Ndensity_Moal
summer,warm,autotroph,3.85125138513679,0.528407032334798,0.05284070323348,0.756780624218104,0.226938737939695,3.74768360679917,3.95481916347441,S1,0.033500280134671,0.022579183788809,0.003772445556791,0.018820341554248,1.29018000271124E-07,8.69581128419081E-08,1.45286361759456E-08,7.2481866479543E-08
summer,warm,autotroph,6.64164482492547,0.868276219938951,0.086827621993895,0.765543730841015,0.234913856894372,6.47146268581743,6.8118269640335,S1,0.034497167602346,0.023270367320276,0.003908120813888,0.01937302776112,2.2911793468071E-07,1.54553514686825E-07,2.59563503787431E-08,1.28668769572783E-07
summer,warm,autotroph,11.3657069697458,1.41444849988018,0.141444849988018,0.774408309456241,0.243169238808641,11.0884750637693,11.6429388757224,S1,0.035523720034589,0.023982709042342,0.004048675604728,0.019941944387744,4.03752192388429E-07,2.7258044331593E-07,4.60160605388955E-08,2.2665429631806E-07
summer,warm,autotroph,19.302603018328,2.28456110998123,0.228456110998123,0.783375535054075,0.251714732730144,18.8548290407717,19.7503769958843,S1,0.036580820189135,0.024716856639752,0.004194285420775,0.020527568063571,7.06105050195701E-07,4.7709967157805E-07,8.09606264227836E-08,3.96235497262824E-07
summer,warm,autotroph,32.5381361208336,3.65898538826232,0.365898538826232,0.792446596230557,0.260560533823393,31.8209749847342,33.255297256933,S1,0.037669377092457,0.025473477623877,0.00434513206501,0.021130389414963,1.22569131942136E-06,8.28859482396707E-07,1.41382498594296E-07,6.8754348707028E-07
summer,warm,autotroph,54.4495249711273,5.81203165887677,0.581203165887677,0.801622695345021,0.269717195533073,53.3103667659875,55.5886831762672,S1,0.038790326821463,0.026253259939637,0.004501403878921,0.021750913476221,2.11211486890342E-06,1.42947753265676E-06,2.4509930291043E-07,1.18432690646831E-06
summer,warm,autotroph,90.4685438302195,9.15768038219565,0.915768038219565,0.810905048679465,0.279195642174782,88.6736384753091,92.2634491851298,S1,0.03994463330845,0.027056912591005,0.00466329597766,0.022389660112701,3.61373280924752E-06,2.44779948264974E-06,4.21881596548238E-07,2.02555994724964E-06
summer,warm,autotroph,149.277013411002,14.3162948859214,1.43162948859214,0.82029488659977,0.289007181968234,146.471019613361,152.083007208642,S1,0.041133289170012,0.027885166285654,0.004831010493659,0.02304716445635,6.14025455907051E-06,4.1626143415916E-06,7.21158818250553E-07,3.44041187763608E-06
summer,warm,autotroph,244.672326069833,22.2116709777775,2.22116709777775,0.82979345371878,0.299163520528489,240.318838558189,249.025813581478,S1,0.042357316560619,0.028738774099344,0.005004756828999,0.023723977354024,1.03636631689629E-05,7.03158270728193E-06,1.22452549476508E-06,5.80460072283719E-06
summer,warm,autotroph,398.470837333735,34.2121537264704,3.42121537264704,0.83940200906128,0.309676774831281,391.765255203346,405.176419464123,S1,0.043617768051588,0.02961851216064,0.00518475191687,0.024420665828989,1.73804085581447E-05,1.18021133412296E-05,2.06597243768268E-06,9.7309231611244E-06
summer,warm,autotroph,645.021531134965,52.3363635047,5.23363635047,0.849121826230872,0.320559487669124,634.763603888043,655.279458381886,S1,0.044915727536218,0.030525180356597,0.005371220492417,0.025137813555954,2.89716113474523E-05,1.96893985717834E-05,3.4645528660821E-06,1.62144309892465E-05
summer,warm,autotroph,1038.22885105063,79.5551092926277,7.95551092926277,0.858954193578794,0.331824642615437,1022.63604962928,1053.82165247199,S1,0.046252311161858,0.031459603060043,0.005564395373342,0.025876021350072,4.80204838760125E-05,3.26622675395377E-05,5.77711581525674E-06,2.68652319160471E-05
summer,warm,autotroph,1662.51532672685,120.239799523347,12.0239799523347,0.868900414374688,0.343485679514542,1638.94832602027,1686.08232743343,S1,0.047628668289706,0.032422629879125,0.005764517750591,0.026635907670292,7.91833910232255E-05,5.39031191068366E-05,9.58359911154659E-06,4.42826047431414E-05
summer,warm,autotroph,2650.04365285554,180.841066368326,18.0841066368326,0.878961806979346,0.35555651051601,2614.59880384735,2685.48850186373,S1,0.049045982483175,0.0334151364298,0.005971837489492,0.02741810913749,0.000129973994578,8.85515702050941E-05,1.58256300349117E-05,7.26591860931069E-05
summer,warm,autotroph,4208.05411658186,270.943645981685,27.0943645981685,0.889139705019461,0.368051536672489,4154.94916196945,4261.15907119427,S1,0.050505472525668,0.03443802513198,0.00618661344173,0.028223281067827,0.000212529761572,0.000144917073424,2.60336041611715E-05,0.000118765094081
summer,warm,autotroph,6662.93849656222,404.963715979526,40.4963715979526,0.899435457564394,0.380985665120823,6583.56560823024,6742.31138489421,S1,0.052008393468641,0.035492226030033,0.006409113768541,0.029052098021756,0.000346528726987,0.000236482519144,4.27035308572608E-05,0.000193572342315
summer,warm,autotroph,10532.9048111976,604.98985025626,60.498985025626,0.909850429304992,0.394374326866939,10414.3268005474,10651.4828218479,S1,0.053556037710849,0.036578697638418,0.006639616275527,0.029905254369161,0.000564100647273,0.000385279940343,6.99344462130091E-05,0.000314989197625
summer,warm,autotroph,16651.6200940461,905.726664870825,90.5726664870825,0.920386000734478,0.408233495195751,16474.0976677314,16829.1425203608,S1,0.055149736109717,0.037698427813196,0.006878408759513,0.030783464871092,0.000918332453986,0.000627739898088,0.000114536649515,0.000512594562212
summer,warm,autotroph,26388.0930265573,1363.39143561013,136.339143561013,0.931043568331434,0.422579704728012,26120.8683051777,26655.3177479368,S1,0.056790859125774,0.038852434650219,0.007125789367878,0.031687465278575,0.001498602473669,0.001025241659858,0.000188035992727,0.000836171781547
summer,warm,autotroph,42062.6956969169,2072.2566510126,207.22566510126,0.9418245447449,0.437430071146871,41656.5333933184,42468.8580005154,S1,0.058480818001144,0.040041767410819,0.007382066970815,0.032618012949017,0.002459860851689,0.001684264677768,0.000310509636608,0.001372001552913
summer,warm,autotroph,67806.6265957232,3197.21275254124,319.721275254124,0.952730358981624,0.452802311617672,67179.9728962251,68433.2802952213,S1,0.060221065973112,0.04126750747583,0.00764756154697,0.033575887480707,0.004083387333635,0.00279821046995,0.000518555350183,0.002276667665024
summer,warm,autotroph,111580.440907007,5046.66857357824,504.666857357824,0.963762456595468,0.468714765925332,110591.293866585,112569.587947428,S1,0.062013099523795,0.042530769328817,0.007922604582961,0.034561891365951,0.006919448986875,0.004745601993824,0.000884007712499,0.003856431077193
summer,warm,autotroph,190958.499908701,8279.60586460198,827.960586460198,0.974922299879022,0.48518641835455,189335.697159239,192581.302658163,S1,0.063858459667007,0.0438327015694,0.008207539487252,0.035576850663387,0.012194315664492,0.008370226938638,0.001567299428427,0.006793702034156
summer,warm,autotroph,356783.440106431,14800.1779408451,1480.01779408451,0.986211368057427,0.502236920338919,353882.605230025,359684.274982837,S1,0.065758733273411,0.045174487957599,0.008502722018929,0.036621615690044,0.023461627074329,0.016117509218559,0.003033630412182,0.01306598602815
summer,warm,autotroph,969600.630291109,43899.0495858672,4389.90495858672,0.99763115748444,0.51988661390599,960996.416572279,978204.844009939,S1,0.067715554435112,0.04655734849015,0.008808520731879,0.037697061733728,0.065657044260797,0.045142034440732,0.008540747253562,0.036551094817145
summer,warm,autotroph,33950347.2363068,5794371.52043589,579437.152043589,1.00918318184078,0.538156555946234,32814650.4183014,35086044.0543122,S1,0.069730605870851,0.047982540509762,0.009125317434958,0.038804089786317,2.36737828231345,1.62902391158656,0.30980769555836,1.3174123224343
summer,warm,autotroph,33789299.6609066,3891917.06219921,389191.706219921,1.02086897233477,0.557068543334878,33026483.9167155,34552115.4050976,S1,0.071805620373016,0.049451359848339,0.009453507668704,0.039943627298606,2.42626162412114,1.67092681655484,0.319427403464529,1.34966719233618
summer,warm,autotroph,33697682.3402087,2938474.68020998,293847.468020998,1.03269007790527,0.576645138936572,33121741.3028875,34273623.3775299,S1,0.073942382297714,0.050965142005193,0.00979350119919,0.041116628957305,2.49168691014664,1.71740716571461,0.330018292408749,1.3855351015035
summer,warm,autotroph,33776993.5922659,2586297.77111431,258629.777111431,1.04464806542702,0.596909698523914,33270079.2291275,34283907.9554043,S1,0.076142729099183,0.052525263361321,0.010145722529644,0.042324077484863,2.57187247288073,1.77414548398742,0.342692004872676,1.42958009400479
summer,warm,autotroph,34034815.2676833,2236347.82816285,223634.782816285,1.05674451991832,0.617886398641958,33596491.0933634,34473139.4420032,S1,0.078408552909861,0.05413314243086,0.010510611430469,0.043566984462778,2.66862061369349,1.84241150249352,0.357726718386413,1.48279426796066
summer,warm,autotroph,34243424.9128762,2006706.4008231,200670.640082311,1.06898104475112,0.639600265451934,33850110.4583149,34636739.3674375,S1,0.080741802167484,0.055790241150847,0.010888623488325,0.044846391179081,2.76487583985253,1.91044893372027,0.372863760827042,1.53569402895433
summer,warm,autotroph,34396875.9100452,1909779.37266553,190977.937266553,1.08135926186351,0.662077204588598,34022559.1530028,34771192.6670877,S1,0.083144483290587,0.057498066210455,0.011280230674955,0.046163369500716,2.85991047435115,1.9777538485086,0.388004694763101,1.58787569230568
summer,warm,autotroph,34506677.5926472,1859401.03839883,185940.103839883,1.09388081197478,0.685344032066844,34142234.989121,34871120.1961733,S1,0.085618662403881,0.059258170420935,0.011685921936471,0.047519022771528,2.95441557948442,2.04480258144533,0.403242340634636,1.63972359829477
summer,warm,autotroph,34575227.7747062,1818406.82998566,181840.682998566,1.10654735480282,0.709428506274431,34218820.036029,34931635.5133834,S1,0.088166467114958,0.061072154127472,0.012106203803836,0.048914486736632,3.04837568259081,2.11158363964931,0.418574754004652,1.6912295204019
summer,warm,autotroph,34599952.0795023,1786632.00700743,178663.200700743,1.11936056928417,0.734359361089005,34249772.2061288,34950131.9528757,S1,0.090790088343877,0.062941666664282,0.0125416010253,0.050350930493919,3.14133270599193,2.17777865038817,0.433938794475623,1.74213978224794
summer,warm,autotroph,34581188.7496484,1765329.9624936,176532.99624936,1.13232215379653,0.760166340158931,34235184.0769996,34927193.4222971,S1,0.09349178220719,0.064868407854236,0.012992657221578,0.051829557473509,3.23305696704787,2.24322665589652,0.44930153173888,1.79232770980215
summer,warm,autotroph,34524635.380536,1748461.60528894,174846.160528894,1.14543382638389,0.786880232388823,34181936.9058994,34867333.8551726,S1,0.096273871958031,0.066854129554396,0.013459935564597,0.053351606445966,3.32382032602341,2.30811444654864,0.464699367613236,1.84194475951283
summer,warm,autotroph,34437298.872153,1729895.725084,172989.5725084,1.15869732498424,0.814532908672111,34098239.3100365,34776358.4342694,S1,0.099138749983936,0.068900637248862,0.013944019480652,0.054918352560121,3.41407076300845,2.37275183742086,0.48019436633432,1.89123972067917
summer,warm,autotroph,34324185.3331307,1707564.19990631,170756.419990631,1.17211440765996,0.843157359914478,33989502.7499491,34658867.9163123,S1,0.102088879864123,0.071009791690379,0.014445513378845,0.056531108411373,3.50411763290788,2.43735325044757,0.495830478447708,1.94038424219926
summer,warm,autotroph,34188038.3506132,1681771.44115481,168177.144115481,1.18568685283083,0.872787736393508,33858411.1481469,34517665.5530796,S1,0.10512679848798,0.073183510592194,0.014965043405738,0.058191225141356,3.59407901838423,2.50200066675845,0.51162547787395,1.98944383680185
summer,warm,autotroph,34030659.7396244,1652612.40293248,165261.240293248,1.19941645950975,0.903459388501536,33706747.7086497,34354571.7705992,S1,0.108255118236595,0.075423770371706,0.015503258227124,0.05990009356991,3.68399309378238,2.56672066579908,0.527586105582783,2.03843970264929
summer,warm,autotroph,33854351.2839814,1618921.6339896,161892.16339896,1.21330504754121,0.935208908920275,33537042.6437194,34171659.9242434,S1,0.111476529229217,0.077732607947487,0.016060829837936,0.061659145360286,3.77396558044492,2.63158701567423,0.543728975245742,2.08743036689721
summer,warm,autotroph,33662841.6713523,1578958.47899449,157895.847899449,1.22735445784252,0.968074176277559,33353365.8094694,33972317.5332352,S1,0.114793801636545,0.080112122591321,0.016638454401272,0.06346985421857,3.86428556934362,2.69680169874759,0.560097656166028,2.13657565346354
summer,warm,autotroph,33461579.1865173,1531769.53000115,153176.953000115,1.24156655264779,1.00209440033827,33161352.358637,33761806.0143975,S1,0.118209788062873,0.082564477836927,0.017236853117596,0.065333737128332,3.95548618388724,2.76273781313377,0.576772325520791,2.18617001847078
summer,warm,autotroph,33257536.0963636,1478046.22881161,147804.622881161,1.25594321575479,1.0373101687834,32967839.0355165,33547233.1572107,S1,0.121727425999113,0.085091903447118,0.017856773125204,0.06725235562153,4.04835426408292,2.82994705040081,0.593872276776047,2.23664764464852
summer,warm,autotroph,33058762.9313439,1420074.77128554,142007.477128554,1.27048635277465,1.07376349563296,32780428.2761719,33337097.5865158,S1,0.125349740348814,0.087696697441176,0.018498988433075,0.06922731708674,4.14390734969696,2.89914433056964,0.61155367307869,2.28856946394352
summer,warm,autotroph,32873892.3108688,1361060.4699722,136106.04699722,1.28519789138443,1.11149787137069,32607124.4587543,33140660.1629834,S1,0.129079846029355,0.090381228184286,0.019164300887265,0.071260276115798,4.24335695787255,2.97118276225429,0.630005163581031,2.34260264307353
summer,warm,autotroph,32711697.3175059,1304302.64461323,130430.264461323,1.30007978158264,1.15055831483014,32456053.9991617,32967340.63585,S1,0.132920950650534,0.093147936540932,0.019853541172066,0.073352935889992,4.3480699048354,3.04702710587721,0.649443029501256,2.39949903618382
summer,warm,autotroph,32580727.7405234,1252571.44358068,125257.144358068,1.31513399594769,1.1909914269042,32335223.7375816,32826231.7434652,S1,0.136876357272875,0.095999338094213,0.020567569847165,0.07550704960696,4.45953133042214,3.12772829771801,0.670106393474691,2.46007462573456
summer,warm,autotroph,32489008.1864057,1207823.49844158,120782.349844158,1.33036252989941,1.23284544614214,32252274.7807111,32725741.5921002,S1,0.140949467248009,0.098938025433095,0.02130727842211,0.077724421949494,4.57930839529008,3.21439831824262,0.692252343085947,2.52518938100076
summer,warm,autotroph,32443778.9663513,1171214.10326599,117121.410326599,1.34576740196346,1.27617030630033,32214221.0021111,32673336.9305914,S1,0.145143783143582,0.101966670509677,0.022073590469409,0.080006910597473,4.70901281865039,3.30818411995072,0.716150690183278,2.59572652320504
summer,warm,autotroph,32451273.5328172,1143271.14152195,114327.114152195,1.36135065403896,1.32101769591557,32227192.3890789,32675354.6765555,S1,0.149462911755196,0.105088027068621,0.022867462777678,0.082356427784198,4.8502618323792,3.41024031142793,0.742078289599928,2.67257096521072
summer,warm,autotroph,32516538.1995524,1124093.84500049,112409.384500049,1.37711435166908,1.3674411199718,32296215.8059323,32736860.5931725,S1,0.153910567207986,0.108304933150948,0.02368988654624,0.084774941898432,5.00463883793326,3.52170149600276,0.770313100823862,2.7565876366052
summer,warm,autotroph,32643303.9338899,1113494.60024768,111349.460024768,1.39306058431489,1.41549596373404,32425058.9922414,32861548.8755384,S1,0.158490574150483,0.111620313674476,0.024541888622709,0.087264479133485,5.17365598265093,3.64365582447203,0.801128329422762,2.84860091498695
summer,warm,autotroph,32833916.982139,1111067.61680187,111106.761680187,1.40919146563223,1.46523955882552,32616147.7292458,33051686.2350321,S1,0.163206871043526,0.115037183093255,0.02542453278507,0.089827125184728,5.35872085475779,3.77712131954305,0.834786998774649,2.94937637105955
summer,warm,autotroph,33089328.9258922,1116210.75730499,111621.075730499,1.42550913375196,1.51673125162693,32870551.6174604,33308106.234324,S1,0.168063513547041,0.118558648138409,0.026338921069871,0.092465026996953,5.5611088801992,3.92302610526095,0.871537222834059,3.05960569244367
summer,warm,autotroph,33409140.9760802,1128137.37815827,112813.737815827,1.4420157515633,1.57003247407937,33188026.0499612,33630255.9021992,S1,0.173064678007606,0.122187910642879,0.027286195148186,0.095180394563054,5.78194222553602,4.08219313224065,0.91160834040659,3.179895220116
summer,warm,autotroph,33791693.6002883,1145903.36732029,114590.336732029,1.45871350700058,1.62520681697545,33567096.5402935,34016290.6602831,S1,0.178214665049786,0.125928270452634,0.028267537751066,0.097975502775521,6.02217535644038,4.25532953074964,0.955207974518589,3.31075817012461
summer,warm,autotroph,34234191.0649591,1168456.14423534,116845.614423534,1.47560461333319,1.68232010582601,34005173.660689,34463208.4692292,S1,0.183517903274357,0.129783128427001,0.029284174146245,0.100852693332313,6.28258696453502,4.44302041557807,1.00252001290209,3.45261037295412
