season,regime,trophicLevel,cellDensity,cellDensitySD,cellDensitySE,ESD,cellVolume,cellDensityCImin,cellDensityCImax,scenario,NperCell_MDL,NperCell_Verity,NperCell_Montagnes,NperCell_Moal,Ndensity_MDL,Ndensity_Verity,Ndensity_Montagnes,Ndensity_Moal
summer,warm,heterotroph,3973870.39956428,383629.423300442,38362.9423300442,3.49920998001137,22.4340991687825,3898679.03259739,4049061.76653116,S1,1.65502073297359,1.24549858545436,0.414484200761564,0.88396994817546,6.57683790142893,4.94944996143625,1.64710649649344,3.51278201115883
summer,warm,heterotroph,3829323.51362222,370797.608196762,37079.7608196762,3.53972892192069,23.2224820210728,3756647.18241565,3901999.84482878,S1,1.70427015479368,1.28362521212003,0.429391042929141,0.909928988091848,6.52620177731602,4.91541620744954,1.64427721722733,3.48441246982658
summer,warm,heterotroph,3683316.73295551,357974.72623128,35797.472623128,3.58071705106451,24.0385703549654,3613153.68661418,3753479.77929684,S1,1.75498512051983,1.32291895344796,0.444834006722103,0.936650352287211,6.46416606049862,4.87272951757885,1.63846454034717,3.44997991550816
summer,warm,heterotroph,3538055.73511601,345346.575740014,34534.6575740014,3.62217980037495,24.8833378011128,3470367.80627097,3605743.66396105,S1,1.80720924120088,1.3634155366124,0.460832373648499,0.964156427502673,6.39400702038543,4.82384015865779,1.6304506225142,3.4112391778748
summer,warm,heterotroph,3395706.56215144,333080.065072535,33308.0065072535,3.66412266569452,25.7577922056579,3330422.86939722,3460990.25490565,S1,1.86098742564522,1.40515178245136,0.477406118671991,0.992470257897973,6.31936721334479,4.77148312848887,1.62113108998573,3.37013776748428
summer,warm,heterotroph,3258362.70113458,321322.55400689,32132.255400689,3.70655120650459,26.662976832641,3195383.48054923,3321341.92171993,S1,1.91636591903896,1.44816563894529,0.494575935151854,1.02161556435752,6.24421523232205,4.71864890300407,1.61150777997756,3.32879404980109
summer,warm,heterotroph,3128014.14893267,310204.064506794,31020.4064506794,3.74947104666228,27.5999716086612,3067214.15228934,3188814.145576,S1,1.97339234271331,1.49249621572068,0.512363260679929,1.05161676436335,6.17279916940263,4.66854928000274,1.6026795288001,3.28947211818335
summer,warm,heterotroph,3006518.58110131,299842.407626919,29984.2407626919,3.79288787514592,28.5698944112779,2947749.46920644,3065287.69299619,S1,2.03211573509535,1.53818381960981,0.530790303846804,1.08249899245176,6.10959371651253,4.62457823480628,1.59583091118383,3.25455333482965
summer,warm,heterotroph,2895574.63276976,290350.876996869,29035.0876996869,3.83680744680909,29.5739024026903,2838665.86087837,2952483.40466114,S1,2.09258659387736,1.58526999129907,0.549880071970622,1.11428812127056,6.05924065810536,4.59026757289672,1.59221878746374,3.22650441754771
summer,warm,heterotroph,2796697.23153996,281847.672385882,28184.7672385882,3.88123558314346,30.6131934102843,2741455.08775233,2851939.37532759,S1,2.15485691944106,1.63379754309914,0.56965639982317,1.14701078325486,6.02648238096554,4.56923706568217,1.59315647631448,3.20784188207534
summer,warm,heterotroph,2711194.90478241,274465.659839231,27446.5659839231,3.92617817305036,31.6890073556955,2657399.63545391,2764990.17411089,S1,2.21898025957397,1.68381059787135,0.590143979389076,1.18069439293921,6.01608797356968,4.56513871356741,1.59999535000768,3.20109262224193
summer,warm,heterotroph,2640149.01766339,268360.493904747,26836.0493904747,3.97164117362141,32.8026277340923,2587550.36085806,2692747.67446872,S1,2.28501175551653,1.73535462914564,0.611368390695309,1.21536716992515,6.03277154167628,4.58159481943648,1.61410365612467,3.20875043977822
summer,warm,heterotroph,2584394.98045727,263714.633204743,26371.4633204744,4.01763061092809,33.9553831454442,2532706.91234914,2636083.0485654,S1,2.35300818937939,1.78847650246663,0.633356133749436,1.25105816252311,6.08110255360694,4.62212969564053,1.63684241290387,3.23322843548483
summer,warm,heterotroph,2544505.58640396,260734.603032465,26073.4603032465,4.0641525808205,35.1486488796024,2493401.6042096,2595609.56859832,S1,2.42302803297171,1.84322451800532,0.656134661626547,1.28779727208865,6.16540836590993,4.69009508306128,1.66953831194202,3.27680735298535
summer,warm,heterotroph,2520776.79289803,259639.363584728,25963.9363584728,4.11121324973536,36.3838485570831,2469887.47763543,2571666.10816064,S1,2.49513149808258,1.8996484544752,0.67973241474614,1.32561527807331,6.28966957559547,4.7885897387057,1.71345369647261,3.34158022927828
summer,warm,heterotroph,2513216.42436236,260639.202353952,26063.9202353952,4.15881885551336,37.6624558275122,2462131.14070098,2564301.70802373,S1,2.56938058825855,1.95779961439272,0.704178856381767,1.36454386381122,6.4574094948492,4.92037414650206,1.76975386754736,3.42939405029322
summer,warm,heterotroph,2521536.43785344,263907.210604335,26390.7210604335,4.20697570822598,38.985996127756,2469810.62457499,2573262.25113189,S1,2.64583915212206,2.01773087072322,0.729504509447771,1.40461564306282,6.67157983077502,5.08778191231035,1.83947220215096,3.54178952516184
summer,warm,heterotroph,2545149.53430087,269548.388244349,26954.8388244349,4.25569019101188,40.3560485018379,2492318.05020497,2597981.01839676,S1,2.72457293827641,2.07949671495483,0.755740994609069,1.44586418733823,6.93444554502295,5.29263009564747,1.92347384048135,3.6799405630662
summer,warm,heterotroph,2583171.00144087,277573.260559775,27757.3260559775,4.304968760923,41.7742474848091,2528766.64237115,2637575.36051058,S1,2.80564965184463,2.14315330664389,0.782921069761525,1.4883240540229,7.24747282084772,5.53613147336461,2.02241900382503,3.84459553709887
summer,warm,heterotroph,2634426.72238664,287882.214939625,28788.2214939625,4.3548179497804,43.2422850528245,2578001.80825848,2690851.63651481,S1,2.88913901269077,2.20875852447712,0.811078670932237,1.53203081532926,7.61122501972234,5.81881248018182,2.13672732466173,4.0360229194232
summer,warm,heterotroph,2697468.26222773,300263.564370911,30026.3564370911,4.40524436504007,44.7619126417465,2638616.60361103,2756319.92084443,S1,2.97511281537373,2.27637201889682,0.840248954650795,1.57702108809855,8.02527239601763,6.14044127399743,2.26654488754055,4.25396433400968
summer,warm,heterotroph,2770595.84338219,314404.259414793,31440.4259414793,4.45625469066873,46.334943236689,2708972.60853689,2832219.07822749,S1,3.06364499088517,2.34605526633704,0.870468341844413,1.62333256447784,8.48812207734513,6.4999709692583,2.41171596970992,4.49759845556927
summer,warm,heterotroph,2851889.83232546,329909.285950424,32990.9285950424,4.50785568802978,47.9632535349906,2787227.61227918,2916552.05237174,S1,3.15481167022459,2.41787162512,0.901774563311732,1.67100404349795,8.99717532521522,6.89550350354797,2.57176170815846,4.76551944142653
summer,warm,heterotroph,2939251.08455705,346325.088685253,34632.5088685253,4.56005419677955,49.6487861852009,2871371.36717474,3007130.80193936,S1,3.24869124986627,2.49188639306359,0.934206706832098,1.72007546357862,9.54871927956043,7.32427978340509,2.74586807625671,5.05573367184342
summer,warm,heterotroph,3030450.13555335,363163.37039081,36316.337039081,4.61285713577382,51.3935521047484,2959270.11495676,3101630.15614995,S1,3.34536445917431,2.56816686685228,0.967805265969094,1.77058793598834,10.1379601787802,7.78270162977613,2.93288559944529,5.365678450625
summer,warm,heterotroph,3123184.79304967,379923.203721427,37992.3203721427,4.66627150398495,53.1996328790569,3048719.84512027,3197649.74097907,S1,3.44491442982379,2.64678240322553,1.00261219062929,1.8225837792867,10.759104360583,8.26639055226543,3.13134314709962,5.69226594352722
summer,warm,heterotroph,3215145.19602537,396110.689200614,39611.0689200614,4.72030438142962,55.0691832449727,3137507.50094205,3292782.89110869,S1,3.54742676728778,2.72780448203924,1.03867093943935,1.87610655477824,11.4054921290971,8.77028747612494,3.33947788118959,6.03195497682697
summer,warm,heterotroph,3304084.87930151,411256.105241995,41125.6105241995,4.77496293010718,57.0044336614628,3223478.68267408,3384691.07592894,S1,3.65298962445159,2.8113067712576,1.07602653400682,1.93120110300741,12.0697877823958,9.28879619399016,3.55528300073915,6.38085236333716
summer,warm,heterotroph,3387895.8455433,424928.726914342,42492.8726914342,4.83025439494907,59.0076929706556,3304609.81506809,3471181.87601851,S1,3.76169377741756,2.89736519393442,1.11472561513246,1.98791358132527,12.7442267207191,9.81597150355218,3.77657428042795,6.73484416347098
summer,warm,heterotroph,3464685.12854836,436749.466632092,43674.9466632092,4.88618610477905,61.0813511523938,3379082.23308847,3550288.02400825,S1,3.87363270356574,2.98605799724495,1.15481650104415,2.04629150255942,13.4209176215028,10.3457507360375,4.00107555736994,7.08975573759251
summer,warm,heterotroph,3532849.86592072,446401.400344198,44640.1400344198,4.94276547328469,63.2278821755908,3445355.19145326,3620344.54038819,S1,3.98890266193734,3.07746582363077,1.19634924772533,2.10638377481952,14.0921942343961,10.8722247223896,4.22652227942078,7.44153763644873
summer,warm,heterotroph,3591147.52045154,453638.191987886,45363.8191987886,5,65.4498469497873,3502234.43482191,3680060.60608117,S1,4.10760277601026,3.17167178412259,1.2393757114129,2.16824074247168,14.7510075240691,11.389941263238,4.4507810129483,7.78647236606917
summer,warm,heterotroph,3638757.63322965,458290.452863353,45829.0452863353,5.05789727129949,67.7498963804344,3548932.70446843,3728582.56199087,S1,4.22983511893785,3.26876153390756,1.2839496133431,2.23191422831623,15.391344826338,11.8942309827136,4.67198145623444,8.12139493499955
summer,warm,heterotroph,3675331.39217339,460270.165911454,46027.0165911454,5.11646496140377,70.1307745315438,3585118.43965474,3765544.34469203,S1,4.35570480132406,3.36882335020977,1.33012660682574,2.29745757700404,16.0086585913467,12.3815422137127,4.88865607363171,8.44391795494956
summer,warm,heterotroph,3701025.38885732,459573.44348279,45957.344348279,5.17571083339672,72.5953218994829,3610948.99393469,3791101.78377995,S1,4.48532006161072,3.47194821255491,1.37796434673094,2.36492569972784,16.6002834251724,12.8497684834635,5.0998810321914,8.75265005745391
summer,warm,heterotroph,3716516.24048202,456282.040924188,45628.2040924188,5.2356427402545,75.146478801815,3627084.96046088,3805947.52050316,S1,4.61879235915438,3.5782298854918,1.42752256147477,2.43437512022594,17.1658168142115,13.2985494816084,5.30541078337546,9.04739466974509
summer,warm,heterotroph,3722993.29087757,450564.185389945,45056.4185389945,5.29626862588644,77.7872888852341,3634682.71054114,3811303.871214,S1,4.75623647007296,3.68776500384629,1.47886312759396,2.50586402213696,17.7074364679088,13.7295243676528,5.50579750215852,9.32931494226739
summer,warm,heterotroph,3722127.38176354,442675.362579177,44267.5362579177,5.35759652618803,80.5209027567734,3635363.01069802,3808891.75282906,S1,4.89777058594464,3.80065316058481,1.53205014700263,2.57945229774515,18.2301260075406,14.1465151975989,5.70248580239333,9.6010500273901
summer,warm,heterotroph,3716014.69609823,432959.678699594,43295.9678699594,5.41963457010602,83.3505817426231,3631154.59907311,3800874.79312335,S1,5.04351641544359,3.91699699736762,1.58715002702753,2.65520159815722,18.741781119801,14.5556184067907,5.89787282534701,9.86676815985572
summer,warm,heterotroph,3707095.8950196,421852.186861918,42185.2186861918,5.48239098071593,86.2797017790427,3624412.86639467,3789778.92364454,S1,5.19359928900037,4.03690229787402,1.64423156332178,2.73317538495267,19.25317060463,14.9651839370439,6.09532407885185,10.1321432499266
summer,warm,heterotroph,3698052.15485982,409881.978306635,40988.1978306635,5.545874076312,89.3117574400058,3617715.28711172,3778389.02260792,S1,5.34814826657657,4.16047808398435,1.70336602576052,2.81343898335091,19.7777312217233,15.3856649437254,6.2991364020787,10.4042440949474
summer,warm,heterotroph,3691681.19659324,397674.660845861,39767.4660845861,5.61009227150982,92.4503661063877,3613736.96306745,3769625.43011903,S1,5.50729624864672,4.28783671490637,1.76462724742584,2.89605963693973,20.3311820051976,15.829326174482,6.51444122831804,10.691328905903
summer,warm,heterotroph,3690757.90239492,385950.851983919,38595.0851983919,5.67505407836157,95.6992722816646,3615111.53540607,3766404.26938377,S1,5.67118009048262,4.41909398933591,1.82809171679198,2.98110656401086,20.9309527348534,16.3098060625674,6.74704395005268,11.0025426090044
summer,warm,heterotroph,3697885.53108087,375514.538824937,37551.4538824937,5.74076810748441,99.0623520592789,3624284.68147119,3771486.38069056,S1,5.83994071983863,4.55436925074495,1.89383867322603,3.06865101555007,21.5954322902613,16.8415361555294,7.00319862792392,11.3475201903392
summer,warm,heterotroph,3715344.76258889,367222.470146838,36722.2470146838,5.80724306920171,102.543617746994,3643369.15844011,3787320.36673767,S1,6.01372325813884,4.69378549589261,1.9619502059232,3.15876633493003,22.3430552107851,17.4390313588803,7.28932142203696,11.7359059587244
summer,warm,heterotroph,3744948.70397007,361925.540461765,36192.5540461765,5.87448777469765,106.147222653762,3674011.29803957,3815886.10990058,S1,6.19267714527065,4.83746948665793,2.03251135640036,3.25152801935634,23.1912582492864,18.1160750845544,7.61165076995599,12.1768056420109
summer,warm,heterotroph,3787912.46449892,360379.075857388,36037.9075857388,5.94251113718509,109.87746604481,3717278.16563087,3858546.76336697,S1,6.37695626809171,4.98555186529596,2.10561022467567,3.34701378311781,24.1553521334691,18.8848340529604,7.97586721542535,12.6781952279216
summer,warm,heterotroph,3844745.86228195,363132.983543609,36313.2983543609,6.01132217308707,113.73879827086,3773571.79750741,3915919.9270565,S1,6.56671909276112,5.13816727322205,2.181338079267,3.44530362269435,25.2473660606612,19.754947363433,8.38669055449987,13.2463168476591
summer,warm,heterotroph,3915177.19585984,370429.684188218,37042.9684188218,6.08093000323184,117.735826077603,3842572.97775895,3987781.41396073,S1,6.7621288010083,5.29545447343227,2.25978947114638,3.54647988377675,26.4749324771747,20.732642596096,8.84747620487649,13.8850971665384
summer,warm,heterotroph,3998114.77930658,382144.349487855,38214.4349487855,6.15134385406191,121.873318101753,3923214.48680696,4073015.0718062,S1,6.96335343045707,5.45755647667137,2.34106235179283,3.65062733025459,27.8402862638456,21.8199372082802,9.35983598798114,14.5956270828314
summer,warm,heterotroph,4091651.12496488,397788.174917191,39778.8174917191,6.22257305885692,126.156210560249,4013684.64268111,4169617.60724865,S1,7.17056601912522,5.62462067146286,2.42525819549088,3.75783321523013,29.3394545187886,23.0139854978917,9.92331042391054,15.3757425025268
summer,warm,heterotroph,4193112.34439499,416568.566378643,41656.8566378643,6.29462705897084,130.589613139392,4111464.90538477,4274759.7834052,S1,7.38394475422432,5.79679895811956,2.51248212602762,3.86818735411758,30.9617098992686,24.3066292692671,10.5351198177182,16.219744144983
summer,warm,heterotroph,4299152.65796875,437480.186679734,43748.0186679734,6.36751540508331,135.178815090927,4213406.54137952,4384898.77455797,S1,7.60367312538715,5.97424788685644,2.60284304794632,3.98178219988904,32.6893515273337,25.684203682143,11.1900196078539,17.1182895281056
summer,warm,heterotroph,4405891.03494541,459399.419246144,45939.9419246144,6.44124775846567,139.929291542369,4315848.74877317,4495933.32111765,S1,7.82994008245508,6.15712880013124,2.69645378252057,4.0987129205302,34.4978628134486,27.1276385815024,11.880281546552,18.0584825113789
summer,warm,heterotroph,4509084.13969551,481166.251247804,48116.6251247804,6.5158338922615,144.846710029073,4414775.55445094,4603392.72494008,S1,8.06294019796057,6.34560797934236,2.79343120861871,4.21907747877051,36.3564757659374,28.6128802963779,12.5958163581131,19.0241753436706
summer,warm,heterotroph,4604327.16181118,501649.822431079,50164.9822431079,6.59128369278204,149.936937255869,4506003.79661469,4702650.52700768,S1,8.30287383444502,6.53985679601752,2.89389640863442,4.34297671415492,38.2291475170266,30.1116402802589,13.3244458377433,19.996485648097
summer,warm,heterotroph,4687271.97773339,519800.451708258,51980.0451708258,6.66760716081662,155.206046096305,4585391.08919857,4789152.86626821,S1,8.54994731675533,6.74005186763035,2.99797481966569,4.47051442752558,40.0759284689241,31.5924562476134,14.0523233621693,20.9545170021935
summer,warm,heterotroph,4753850.6202643,534692.114416872,53469.2114416872,6.74481441295827,160.660322837864,4649050.96583859,4858650.27469,S1,8.80437310946782,6.94637521818692,3.10579639013089,4.60179746798465,41.8546745674819,33.0220301395664,14.7644920956383,21.8762577475095
summer,warm,heterotroph,4800491.36158451,545557.86057377,54555.786057377,6.82291568294462,166.306274681789,4693562.02091205,4907420.70225697,S1,9.06636999959169,7.15901444372796,3.21749574201751,4.73693582241073,43.5230308639689,34.3667869945748,15.44556051549,22.7396194958629
summer,warm,heterotroph,4824314.92084128,551818.753234563,55181.8753234563,6.90192132301443,172.150637506477,4716158.4452073,4932471.39647525,S1,9.33616328470941,7.37816288289749,3.33321233896615,4.87604270760421,45.0405918378341,35.5945812843597,16.0804660212067,23.5235655889543
summer,warm,heterotroph,4823299.38856248,553105.583961471,55310.5583961471,6.98184180527969,178.200383903685,4714890.69410603,4931708.08301893,S1,9.61398496671561,7.60401979273262,3.45309066039962,5.01923466513847,46.3711278116083,36.6764640169042,16.6552900709563,24.209271491414
summer,warm,heterotroph,4796404.33844897,549272.104536526,54927.2104536526,7.06268772311377,184.462731497152,4688747.00595981,4904061.67093813,S1,9.9000739513213,7.83679052983477,3.57728038191453,5.16663165899666,47.4847576510831,37.5884160968153,17.1580831436633,24.7812545043794
summer,warm,heterotroph,4743647.12234077,540398.667661714,54039.8667661714,7.14446979255551,190.945151553551,4637728.98347908,4849565.26120247,S1,10.1946762534947,8.07668673708664,3.70593656216069,5.31835717607559,48.3599466730857,38.3129517984289,17.579655308671,25.2284097138714
summer,warm,heterotroph,4666127.30950038,526785.768135408,52678.5768135408,7.22719885372964,197.655377896059,4562877.29894584,4769377.32005492,S1,10.4980452090155,8.323926536085,3.83921983644154,5.47453832964117,48.9852154461569,38.8405009323011,17.9142885259954,25.5448928068452
summer,warm,heterotroph,4565998.39469554,508937.799007332,50893.7799007332,7.31088587228359,204.601416131151,4466246.5860901,4665750.20330098,S1,10.810441692325,8.57873472546406,3.97729661727736,5.63530596582187,49.3604594131056,39.1704889849878,18.1603299697164,25.7307979935609
summer,warm,heterotroph,4446389.00892677,487538.194071696,48753.8194071696,7.39554194084104,211.791553199662,4350831.52288872,4541946.49496483,S1,11.1321343408576,8.8413429852898,4.12033930218176,5.80079477322959,49.4977997790857,39.3120502739444,18.32063138627,25.7925901227279
summer,warm,heterotroph,4311278.68647272,463417.857139778,46341.7857139778,7.48117828047217,219.234367263481,4220448.78647332,4402108.58647212,S1,11.4633997860498,9.1119900877113,4.2685264889108,5.97114339579968,49.4219111721125,39.2843286565004,18.4028072742853,25.7432632561835
summer,warm,heterotroph,4165335.57687685,437519.236969979,43751.9236969979,7.56780624218104,226.938737939695,4079581.80643073,4251089.34732296,S1,11.8045228912215,9.39092211406019,4.4220431984534,6.1464945489446,49.1697991668621,39.1163419813744,18.4192938570042,25.6022124177986
summer,warm,heterotroph,4013725.20376112,410858.458009071,41085.8458009071,7.65543730841015,234.913856894372,3933196.94599135,4094253.4615309,S1,12.1557969965375,9.67839267859605,4.58108110604176,6.32699513911879,48.7900287768062,38.8464086259781,18.3872006957937,25.3948198539552
summer,warm,heterotroph,3861900.39620267,384487.425681784,38448.7425681784,7.74408309456241,243.169238808641,3786540.86076904,3937259.9316363,S1,12.5175241712576,9.97466315910084,4.74583878046978,6.51279638689442,48.3414315564563,38.5211556061197,18.3279566666102,25.1517709469349
summer,warm,heterotroph,3715382.8557503,359456.688264306,35945.6688264306,7.83375535054075,251.714732730144,3644929.3448505,3785836.36665011,S1,12.8900154734939,10.2800029345323,4.91652193201872,6.70405395365182,47.8913425005754,38.1941466600242,18.2667612961427,24.908127123423
summer,warm,heterotroph,3579546.53908228,336778.122512439,33677.8122512439,7.92446596230557,260.560533823393,3513538.02706984,3645555.05109472,S1,13.2735912176968,10.5946896299523,5.09334366929935,6.90092807198996,47.5134375044995,37.9241845975468,18.2318607037971,24.7021931965474
summer,warm,heterotroph,3459412.2469295,317384.772693925,31738.4772693925,8.01622695345021,269.717195533073,3397204.83148149,3521619.66237751,S1,13.6685812501015,10.9190093689527,5.2765247653314,7.10358367996697,47.2852573747523,37.7733547352929,18.2536743944143,24.5742243795663
summer,warm,heterotroph,3359461.65583173,302084.85456171,30208.485456171,8.10905048679465,279.195642174782,3300253.02433764,3418670.28732583,S1,14.0753252323711,11.2532570338082,5.46629393319252,7.31219055928257,47.2855154115117,37.8048855082975,18.3638048680659,24.5650238040446
summer,warm,heterotroph,3283477.65693138,291510.155779397,29151.0155779397,8.2029488659977,289.007181968234,3226341.66639862,3340613.64746414,S1,14.4941729336797,11.5977365335937,5.6628881115809,7.52692347751857,47.5912929834367,38.0809087790318,18.5939665880782,24.7144850638645
summer,warm,heterotroph,3234416.4049582,286066.566836861,28606.6566836861,8.2979345371878,299.163520528489,3178347.35785817,3290485.45205822,S1,14.9254845314876,11.9527610805079,5.86655276064805,7.7479623345564,48.2752320205932,38.6602065233405,18.9748744895929,25.0601364798874
summer,warm,heterotroph,3214315.0267079,285902.151639721,28590.2151639721,8.3940200906128,309.676774831281,3158278.20498652,3270351.84842929,S1,15.3696309212671,12.3186534746564,6.07754216847122,7.97549231329442,49.4028356251832,39.5960329723956,19.535135117568,25.6357447880156
summer,warm,heterotroph,3224237.54406431,290907.377122426,29090.7377122426,8.49121826230872,320.559487669123,3167219.69814832,3281255.38998031,S1,15.8269940354442,12.6957463975525,6.29611976854797,8.20970403479125,51.0299883787612,40.9341021849081,20.3001857396779,26.4700359746302
summer,warm,heterotroph,3264260.23986326,300748.815142822,30074.8815142822,8.58954193578794,331.824642615437,3205313.47209527,3323207.00763125,S1,16.2979671718321,13.0843827146022,6.52255846870942,8.45079371796516,53.2008062296083,42.7108302584301,21.2913282715915,27.5855899288399
summer,warm,heterotroph,3333496.40705732,314921.01592,31492.101592,8.68900414374688,343.485679514542,3271771.887937,3395220.92617764,S1,16.7829553318374,13.4849157868485,6.75714099186275,8.6989633439831,55.9459212984836,44.9519183249299,22.5249052183542,28.997963052291
summer,warm,heterotroph,3430159.12333047,332795.788919301,33279.5788919301,8.78961806979346,355.55651051601,3364931.14870229,3495387.09795866,S1,17.282375568731,13.8977097922593,7.00016022898853,8.95442082547751,59.2812982299062,47.6713560373174,24.0116634742401,30.7150882886521
summer,warm,heterotroph,3551659.33512537,353656.763052906,35365.6763052906,8.89139705019461,368.051536672489,3482342.60956701,3620976.06068374,S1,17.7966573462821,14.3231400568501,7.25191960483336,9.21738018073214,63.2076641979502,50.8709140912197,25.7563479620851,32.7369943642969
summer,warm,heterotroph,3694735.08968186,376719.949589306,37671.9949589306,8.99435457564394,380.985665120823,3620897.97956235,3768572.19980136,S1,18.3262429080652,14.7615933959427,7.51273345675481,9.48806171298334,67.7106127344619,54.5401770996056,27.7575599220989,35.0558745440265
summer,warm,heterotroph,3855606.23520852,401148.50146365,40114.850146365,9.09850429304992,394.374326866939,3776981.12892165,3934231.3414954,S1,18.8715876577561,15.2134684658708,7.78292742719119,9.76669219498654,72.7614110415286,58.6571438761598,30.0079035164538,37.6565193243525
summer,warm,heterotroph,4030147.38546609,426070.271743964,42607.0271743964,9.20386000734478,408.233495195751,3946637.61220427,4113657.1587279,S1,19.4331605507444,15.6791761264513,8.06283887024662,10.053505059003,78.3185011849253,63.18939067228,32.4944289923587,40.5171071283112
summer,warm,heterotroph,4214070.53938153,450603.399543246,45060.3399543246,9.31043568331434,422.579704728011,4125752.27307105,4302388.80569201,S1,20.0114444974002,16.1591398145517,8.35281727289871,10.3487405923658,84.3296387069627,68.0957550342494,35.1993611905596,43.6103228499906
summer,warm,heterotroph,4403107.62842715,473891.275387722,47389.1275387722,9.41824544744901,437.430071146872,4310224.93845116,4495990.31840315,S1,20.6069367783404,16.6537959290932,8.65322469135503,10.6526461387886,90.7345605272265,73.3284558976595,38.1010796489995,46.9047474766351
summer,warm,heterotroph,4593182.62860068,495145.350182673,49514.5350182673,9.52730358981624,452.802311617672,4496134.13996488,4690231.11723649,S1,21.2201494720526,17.1635942278389,8.96443620310287,10.9654763055864,97.4680219313419,78.8355228516607,41.1752926432912,50.3664352811516
summer,warm,heterotroph,4780562.90812754,513692.523835097,51369.2523835097,9.63762456595468,468.714765925332,4679879.17345586,4881246.64279922,S1,21.8516098952442,17.6889982363285,9.28684037521711,11.2874931769816,104.462995748077,84.5633688505257,44.3963246314642,53.9605712076211
summer,warm,heterotroph,4961980.3331493,529022.962283351,52902.2962283351,9.74922299879023,485.18641835455,4858291.83254176,5065668.83375684,S1,22.5018610562948,18.2304856693313,9.62083974951046,11.6189665336744,111.653792020593,90.459311354982,47.7384176254519,57.6530834316121
summer,warm,heterotroph,5134714.39225462,540833.785385163,54083.3785385163,9.86211368057427,502.236920338919,5028710.97031913,5240717.81419011,S1,23.1714621222025,18.7885488651999,9.96685134513217,11.96017407886,118.978840048456,96.473832267721,51.1769350473125,61.412077976593
summer,warm,heterotroph,5296632.19393274,549063.861633165,54906.3861633165,9.9763115748444,519.88661390599,5189015.67705264,5404248.71081284,S1,23.8609888994255,19.363695233521,10.3253071792426,12.3114016708849,126.382881983769,102.56237156737,54.6893544178213,65.2089664424464
summer,warm,heterotroph,5446183.48836347,553914.733814846,55391.4733814846,10.0918318184078,538.156555946234,5337616.20053576,5554750.77619118,S1,24.5710343290322,19.956447716469,10.6966548064137,12.6729435627341,133.818361454787,108.686476039823,58.2559447874141,69.0191759803245
summer,warm,heterotroph,5582352.60106451,555852.376539141,55585.2376539141,10.2086897233477,557.068543334878,5473405.53526284,5691299.66686618,S1,25.3022089965859,20.5673452642822,11.0813578774289,13.0451026485516,141.245852204769,114.814173333058,61.8600469703921,72.8223627012955
summer,warm,heterotroph,5704572.98233147,555584.170579923,55558.4170579923,10.3269007790526,576.645138936571,5595678.4848978,5813467.47976513,S1,26.0551416572021,21.1969433252942,11.4798967181803,13.4281907174006,148.633457148494,120.919510201485,65.4879086584868,76.6020939680778
summer,warm,heterotroph,5812613.56060212,554005.7453973,55400.57453973,10.4464806542702,596.909698523914,5704028.43450425,5921198.68669999,S1,26.8304797762311,21.8458143509663,11.8927689293854,13.8225287144755,155.955210584782,126.981276738823,69.1280699520528,80.3450178475722
summer,warm,heterotroph,5906448.82514294,552114.417519795,55211.4417519795,10.5674451991832,617.886398641958,5798234.39930906,6014663.25097682,S1,27.6288900860287,22.514548316379,12.3204900078729,14.2284470099844,163.188625388627,132.981027451901,72.7703437321865,84.0395941257306
summer,warm,heterotroph,5986126.19447952,550891.470024838,55089.1470024838,10.6898104475112,639.600265451933,5878151.46635465,6094100.92260438,S1,28.4510591592963,23.2037532566573,12.7635939902132,14.6462856759285,170.31163049415,138.900595179916,76.4044843205166,87.6745143365059
summer,warm,heterotroph,6051644.50242408,551165.259398214,55116.5259398214,10.8135926186351,662.077204588597,5943616.11158203,6159672.89326613,S1,29.2976939994816,23.9140558198162,13.2226341194957,15.0763947710092,177.299228825666,144.719364432653,80.0186810768112,91.2369815323528
summer,warm,heterotroph,6102856.25670516,553478.876752874,55347.8876752875,10.9388081197478,685.344032066844,5994374.3968616,6211338.11654872,S1,30.1695226487481,24.6461018365297,13.6981835360881,15.5191346339012,184.12026005872,150.411616796458,83.598045098711,94.7110478991535
summer,warm,heterotroph,6139403.775293,557993.521844645,55799.3521844645,11.0654735480282,709.428506274431,6030037.04501145,6248770.50557455,S1,31.0672948140365,25.4005569073419,14.1908359932379,15.9748761851391,190.734667069436,155.94427497148,87.1232720714488,98.0762151608814
summer,warm,heterotroph,6160695.63661939,564454.583622063,56445.4583622063,11.1936056928417,734.359361089005,6050062.53822946,6271328.73500931,S1,31.9917825117564,26.1781070078529,14.7012065984106,16.4440012378689,197.091634927854,161.275349618235,90.5696593438681,101.306486674703
summer,warm,heterotroph,6165925.49442711,572230.2506958,57223.02506958,11.3232215379653,760.166340158931,6053768.36529074,6278082.62356349,S1,32.9437807316621,26.9794591124306,15.2299325812895,16.9269028177247,203.128897496172,166.35333476719,93.9066295813788,104.370021625499
summer,warm,heterotroph,6154130.7076039,580410.387629913,58041.0387629913,11.4543382638389,786.880232388823,6040370.27162843,6267891.14357936,S1,33.9241081204841,27.8053418370153,15.7776740893976,17.4239854920996,208.773395512346,171.117708034599,97.0978686081279,107.229484165775
